Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1985,1,,7,7,Y,"$110,000",Mike Campbell (minors),RHP,-1.4,16.0,14.0,0.0,0.357,0.857,51.0,12.0,19.0,5.86,1.44,0.0,4Yr,"University of Hawaii at Manoa (Honolulu, HI)",1
1985,1s,,27,27,Y,,*Bill McGuire (minors),C,-0.2,23.0,44.0,1.0,0.182,0.515,,,,,,,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",1
1984,1,,2,2,Y,"$90,000",Bill Swift (minors),RHP,20.7,133.0,229.0,1.0,0.21,0.522,403.0,94.0,78.0,3.95,1.37,27.0,4Yr,"University of Maine (Orono, ME)",1
1983,1,,7,7,Y,"$105,000",Darrel Akerfelds (minors),RHP,-1.5,102.0,9.0,0.0,0.111,0.222,125.0,9.0,10.0,5.08,1.47,3.0,4Yr,"Colorado Mesa University (Grand Junction, CO)",1
1983,1,,17,17,Y,"$70,000",*Terry Bell (minors),C,0.0,9.0,4.0,0.0,0.0,0.333,,,,,,,4Yr,"Old Dominion University (Norfolk, VA)",1
1982,1,,6,6,Y,"$100,000",Spike Owen (minors),SS,12.5,1544.0,4930.0,46.0,0.246,0.665,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",1
1981,1,,1,1,Y,"$100,000",Mike Moore (minors),RHP,27.9,4.0,1.0,0.0,0.0,0.0,450.0,161.0,176.0,4.39,1.42,2.0,4Yr,"Oral Roberts University (Tulsa, OK)",1
1980,1,,6,6,Y,"$82,500",Darnell Coles (minors),SS,-1.5,957.0,2891.0,75.0,0.245,0.689,,,,,,,HS,"Dwight D. Eisenhower HS (Rialto, CA)",1
1979,1,,1,1,Y,"$60,000",Al Chambers (minors),OF,-0.4,57.0,120.0,2.0,0.208,0.618,,,,,,,HS,"John Harris HS (Harrisburg, PA)",1
1978,1,,6,6,Y,"$101,000",Tito Nanni (minors),OF,,,,,,,,,,,,,HS,"Chestnut Hill Academy HS (Willow Grove, PA)",1
1977,1,,26,26,Y,"$58,000",Dave Henderson (minors),OF,27.6,1538.0,5130.0,197.0,0.258,0.756,,,,,,,HS,"Dos Palos HS (Dos Palos, CA)",1
2023,2,,57,18,Y,"$600,000",Ben Williamson (minors),3B,,,,,,,,,,,,,4Yr,"College of William and Mary (Williamsburg, VA)",2
2022,2,,58,19,Y,"$1,276,500",Tyler Locklear (minors),3B,,,,,,,,,,,,,4Yr,"Virginia Commonwealth University (Richmond, VA)",2
2022,2,,74,35,Y,"$1,250,000",Walter Ford (minors),P,,,,,,,,,,,,,HS,"Pace HS (Pace, FL)",2
2021,2,,48,12,Y,"$1,650,000",Edwin Arroyo (minors),SS,,,,,,,,,,,,,HS,"Arecibo Baseball Academy (Arecibo, Puerto Rico)",2
2020,2,,43,6,Y,"$1,729,800",Zach DeLoach (minors),OF,,,,,,,,,,,,,4Yr,"Texas A&M University (College Station, TX)",2
2020,2,,64,27,Y,"$1,050,300",Connor Phillips (minors),P,-0.2,0.0,0.0,,,,5.0,1.0,1.0,6.97,1.5,0.0,JC,"McLennan Community College (Waco, TX)",2
2019,2,,59,18,Y,"$925,000",Brandon Williamson (minors),P,1.6,0.0,0.0,,,,23.0,5.0,5.0,4.46,1.28,0.0,4Yr,"Texas Christian University (Fort Worth, TX)",2
2019,2,,76,35,Y,"$850,000",Isaiah Campbell (minors),P,0.5,0.0,0.0,,,,27.0,4.0,1.0,2.83,1.22,1.0,4Yr,"University of Arkansas (Fayetteville, AR)",2
2018,2,,54,11,Y,"$1,100,000",Josh Stowers (minors),CF,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",2
2017,2,,55,19,Y,"$2,000,000",Sam Carlson (minors),RHP,,,,,,,,,,,,,HS,"Burnsville HS (Burnsville, MN)",2
2016,2,,50,9,Y,"$1,750,000",Joe Rizzo (minors),3B,,,,,,,,,,,,,HS,"Oakton HS (Vienna, VA)",2
2015,2,,60,18,Y,"$1,200,000",Nick Neidert (minors),RHP,0.4,8.0,11.0,0.0,0.0,0.083,13.0,1.0,3.0,4.59,1.45,0.0,HS,"Peachtree Ridge HS (Suwanee, GA)",2
2015,2,,72,30,Y,"$800,000",Andrew Moore (minors),RHP,-0.1,0.0,0.0,0.0,,,12.0,1.0,5.0,5.51,1.18,0.0,4Yr,"Oregon State University (Corvallis, OR)",2
2014,2,,74,33,Y,"$2,000,000",Gareth Morgan (minors),OF,,,,,,,,,,,,,HS,"Blyth Academy (Toronto, ON)",2
2013,2,,49,10,Y,"$1,700,000",Austin Wilson (minors),RF,,,,,,,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",2
2012,2,,64,4,Y,"$1,300,000",Joe DeCarlo (minors),SS,,,,,,,,,,,,,HS,"Garnet Valley HS (Glen Mills, PA)",2
2011,2,,62,2,Y,"$750,000",Brad Miller (minors),SS,6.3,1055.0,3132.0,123.0,0.236,0.73,1.0,0.0,0.0,13.5,2.0,0.0,4Yr,"Clemson University (Clemson, SC)",2
2010,2,,67,17,Y,"$900,000",Marcus Littlewood (minors),SS,,,,,,,,,,,,,HS,"Pine View HS (St. George, UT)",2
2009,2,,51,2,Y,"$694,800",Rich Poythress (minors),1B,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",2
2008,2,,66,20,Y,"$616,000",Dennis Raben (minors),OF,,,,,,,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",2
2007,2,,75,11,Y,"$427,500",Denny Almonte (minors),OF,,,,,,,,,,,,,HS,"Florida Christian School (Miami, FL)",2
2006,2,,49,5,Y,"$680,000",Chris Tillman (minors),RHP,8.7,9.0,14.0,0.0,0.0,0.0,210.0,74.0,60.0,4.57,1.38,0.0,HS,"Fountain Valley HS (Fountain Valley, CA)",2
2003,2,,56,19,Y,"$710,000",Jeff Flaig (minors),3B,,,,,,,,,,,,,HS,"El Dorado HS (Placentia, CA)",2
2002,2,,69,28,Y,"$550,000",Josh Womack (minors),OF,,,,,,,,,,,,,HS,"Crawford HS (San Diego, CA)",2
2001,2,,49,5,Y,"$688,000",*Ren� Rivera (minors),C,2.4,542.0,1492.0,43.0,0.221,0.627,,,,,,,HS,"Papa Juan HS (Bayamon, Puerto Rico)",2
2001,2,,67,23,Y,"$900,000",Mike Wilson (minors),OF,-0.3,8.0,27.0,0.0,0.148,0.364,,,,,,,HS,"Booker T. Washington HS (Tulsa, OK)",2
1998,2,,65,22,N,,Jeff Verplancke (minors),RHP,,,,,,,,,,,,,4Yr,"California State University, Los Angeles (Los Angeles, CA)",2
1997,2,,55,3,Y,,*Brandon Parker (minors),RHP,,,,,,,,,,,,,4Yr,"University of Southern Mississippi (Hattiesburg, MS)",2
1997,2,,71,19,N,,Patrick Boyd (minors),OF,,,,,,,,,,,,,HS,"Clearwater Central Catholic HS (Clearwater, FL)",2
1996,2,,57,22,Y,,Jeff Farnsworth (minors),RHP,-0.2,2.0,0.0,0.0,,,44.0,2.0,3.0,5.79,1.84,0.0,JC,"Okaloosa-Walton College (Niceville, FL)",2
1995,2,,33,3,Y,,Shane Monahan (minors),OF,-0.6,78.0,226.0,4.0,0.235,0.593,,,,,,,4Yr,"Clemson University (Clemson, SC)",2
1994,2,,48,14,Y,,Trey Moore (minors),LHP,-0.4,23.0,26.0,0.0,0.231,0.593,23.0,3.0,10.0,5.83,1.79,0.0,4Yr,"Texas A&M University (College Station, TX)",2
1992,2,,52,14,Y,,Bob Wolcott (minors),RHP,-0.9,6.0,10.0,0.0,0.2,0.4,66.0,16.0,21.0,5.86,1.55,0.0,HS,"Medford HS (Medford, OR)",2
1991,2,,55,11,Y,,Tommy Adams (minors),OF,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
1988,2,,44,14,Y,,Greg Pirkl (minors),C,-0.5,45.0,116.0,8.0,0.224,0.707,,,,,,,HS,"Los Alamitos HS (Los Alamitos, CA)",2
1987,2,,33,1,Y,,Dave Burba (minors),RHP,16.5,325.0,194.0,3.0,0.134,0.37,511.0,115.0,87.0,4.49,1.43,3.0,4Yr,"The Ohio State University (Columbus, OH)",2
1986,2,,36,8,Y,,Erik Hanson (minors),RHP,22.1,25.0,39.0,0.0,0.154,0.333,245.0,89.0,84.0,4.15,1.36,0.0,4Yr,"Wake Forest University (Winston-Salem, NC)",2
1985,2,,35,7,Y,,Mike Schooler (minors),RHP,3.9,3.0,1.0,0.0,0.0,0.0,260.0,15.0,29.0,3.49,1.32,98.0,4Yr,"California State University, Fullerton (Fullerton, CA)",2
1984,2,,30,2,Y,,Mike Christ (minors),RHP,,,,,,,,,,,,,4Yr,"Jacksonville University (Jacksonville, FL)",2
1983,2,,35,7,Y,,Mickey Brantley (minors),OF,0.9,302.0,1138.0,32.0,0.259,0.707,,,,,,,4Yr,"Coastal Carolina University (Conway, SC)",2
1982,2,,34,6,Y,,Mike Wishnevski (minors),OF,,,,,,,,,,,,,4Yr,"University of Indianapolis (Indianapolis, IN)",2
1981,2,,27,1,Y,,Kevin Dukes (minors),LHP,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
1981,2,,35,9,Y,,*Mark Langston (minors),LHP,50.1,49.0,92.0,0.0,0.152,0.353,457.0,179.0,158.0,3.97,1.35,0.0,4Yr,"San Jose State University (San Jose, CA)",2
1980,2,,32,6,Y,,Matt Young (minors),LHP,7.3,48.0,3.0,0.0,0.0,0.0,333.0,55.0,95.0,4.4,1.49,25.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",2
1979,2,,27,1,Y,,Jamie Allen (minors),INF,-0.4,86.0,273.0,4.0,0.223,0.613,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
1978,2,,32,6,Y,,Dave Valle (minors),C,10.0,970.0,2775.0,77.0,0.237,0.687,,,,,,,HS,"Holy Cross HS (Flushing, NY)",2
1978,2,,34,8,Y,,*Richard Naumann (minors),LHP,,,,,,,,,,,,,HS,"Bay HS (Bay Village, OH)",2
1977,2,,52,26,Y,,Henry Bender (minors),C,,,,,,,,,,,,,HS,"Woodrow Wilson HS (Tacoma, WA)",2
2023,3,,92,22,Y,"$600,000",Teddy McGraw (minors),P,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",3
2021,3,,83,12,Y,"$1,500,000",Michael Morales (minors),P,,,,,,,,,,,,,HS,"East Pennsboro HS (Enola, PA)",3
2020,3,,78,6,Y,"$575,000",Kaden Polcovich (minors),2B,,,,,,,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)",3
2019,3,,97,19,Y,"$339,000",Levi Stoudt (minors),P,-0.3,0.0,0.0,,,,4.0,0.0,1.0,9.58,2.32,0.0,4Yr,"Lehigh University (Bethlehem, PA)",3
2018,3,,90,12,Y,"$854,000",Cal Raleigh (minors),C,6.6,311.0,1022.0,59.0,0.217,0.735,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",3
2017,3,,93,18,Y,"$125,000",Wyatt Mills (minors),RHP,-0.3,4.0,0.0,0.0,,,38.0,0.0,1.0,6.21,1.55,0.0,4Yr,"Gonzaga University (Spokane, WA)",3
2016,3,,87,10,Y,"$700,000",Bryson Brigman (minors),SS,,,,,,,,,,,,,4Yr,"University of San Diego (San Diego, CA)",3
2015,3,,94,19,Y,"$607,700",Braden Bishop (minors),CF,-0.2,47.0,90.0,0.0,0.133,0.343,,,,,,,4Yr,"University of Washington (Seattle, WA)",3
2014,3,,80,6,Y,"$400,000",Austin Cousino (minors),CF,,,,,,,,,,,,,4Yr,"University of Kentucky (Lexington, KY)",3
2013,3,,85,12,Y,"$650,000",Tyler O'Neill (minors),RF,10.0,477.0,1464.0,78.0,0.248,0.776,,,,,,,HS,"Garibaldi SS (Maple Ridge, BC)",3
2012,3,,98,3,Y,"$300,000",Edwin D�az (minors),RHP,10.3,138.0,2.0,0.0,0.0,0.0,404.0,16.0,29.0,2.93,1.06,205.0,HS,"Caguas Military Academy (Caguas, Puerto Rico)",3
2012,3,,126,31,Y,"$850,000",*Tyler Pike (minors),LHP,,,,,,,,,,,,,HS,"Winter Haven HS (Winter Haven, FL)",3
2011,3,,92,2,N,,Kevin Cron (minors),1B,-0.3,47.0,88.0,6.0,0.171,0.665,,,,,,,HS,"Mountain Pointe HS (Phoenix, AZ)",3
2011,3s,,121,31,Y,"$500,000",*Carter Capps (minors),RHP,0.9,60.0,2.0,0.0,0.5,1.0,129.0,4.0,3.0,4.21,1.32,0.0,4Yr,"University of Mount Olive (Mount Olive, NC)",3
2010,3,,99,17,N,,Ryne Stanek (minors),RHP,4.3,37.0,0.0,0.0,,,338.0,10.0,14.0,3.45,1.27,4.0,HS,"Blue Valley HS (Stilwell, KS)",3
2009,3,,82,2,Y,"$436,500",Kyle Seager (minors),2B,36.9,1480.0,5561.0,242.0,0.251,0.763,,,,,,,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",3
2008,3,,98,21,Y,"$390,000",Aaron Pribanic (minors),RHP,,,,,,,,,,,,,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",3
2007,3,,105,11,Y,"$315,000",Dan Carroll (minors),OF,,,,,,,,,,,,,HS,"Valley View HS (Moreno Valley, CA)",3
2006,3,,81,5,Y,"$445,000",Tony Butler (minors),LHP,,,,,,,,,,,,,HS,"Oak Creek HS (Oak Creek, WI)",3
2004,3,,93,22,Y,"$2,290,000",Matt Tuiasosopo (minors),SS,-0.2,155.0,360.0,12.0,0.206,0.641,,,,,,,HS,"Woodinville HS (Woodinville, WA)",3
2003,3,,86,19,Y,"$437,000",Ryan Feierabend (minors),LHP,-1.7,1.0,0.0,0.0,,,33.0,2.0,12.0,7.34,1.82,0.0,HS,"Midview HS (Grafton, OH)",3
2002,3,,100,28,N,,Eddy Martinez-Esteve (minors),OF,,,,,,,,,,,,,HS,"Westminster Christian School (Miami, FL)",3
2001,3,,80,4,Y,"$400,000",*Lazaro Abreu (minors),C,,,,,,,,,,,,,HS,"Miami Southridge HS (Miami, FL)",3
2001,3,,99,23,Y,"$400,000",Tim Merritt (minors),SS,,,,,,,,,,,,,4Yr,"University of South Alabama (Mobile, AL)",3
1999,3,,95,11,Y,"$425,000",Willie Bloomquist (minors),SS,1.7,1055.0,2891.0,18.0,0.269,0.658,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",3
1999,3,,97,13,Y,"$420,000",*Sheldon Fulse (minors),SS,,,,,,,,,,,,,HS,"George Jenkins HS (Lakeland, FL)",3
1998,3,,95,22,Y,"$270,000",Andy Van Hekken (minors),LHP,0.8,0.0,0.0,0.0,,,5.0,1.0,3.0,3.0,1.47,0.0,HS,"Holland HS (Holland, MI)",3
1997,3,,103,19,Y,,Pat Dunham (minors),RHP,,,,,,,,,,,,,4Yr,"Auburn University (Auburn, AL)",3
1996,3,,87,22,Y,,Tony DeJesus (minors),LHP,,,,,,,,,,,,,HS,"Havelock HS (Havelock, NC)",3
1995,3,,62,3,Y,,Greg Wooten (minors),RHP,,,,,,,,,,,,,4Yr,"Portland State University (Portland, OR)",3
1994,3,,77,14,Y,,Matt Wagner (minors),RHP,-0.6,0.0,0.0,0.0,,,15.0,3.0,5.0,6.86,1.61,0.0,4Yr,"Iowa State University (Ames, IA)",3
1993,3,,73,1,Y,,Ed Randolph (minors),3B,,,,,,,,,,,,,HS,"Franklin D. Roosevelt HS (Dallas, TX)",3
1992,3,,82,14,Y,,Chris Widger (minors),C,-0.4,613.0,1826.0,55.0,0.238,0.689,,,,,,,4Yr,"George Mason University (Fairfax, VA)",3
1991,3,,84,11,Y,,Jim Mecir (minors),RHP,8.0,76.0,1.0,0.0,0.0,0.0,474.0,29.0,35.0,3.77,1.34,12.0,4Yr,"Eckerd College (St. Petersburg, FL)",3
1990,3,,79,6,Y,,Dave Fleming (minors),LHP,5.3,0.0,0.0,0.0,,,116.0,38.0,32.0,4.67,1.5,0.0,4Yr,"University of Georgia (Athens, GA)",3
1988,3,,71,14,Y,,Jim Campanis (minors),C,,,,,,,,,,,,,4Yr,"University of Southern California (Los Angeles, CA)",3
1987,3,,59,1,Y,,Mike Goff (minors),RHP,,,,,,,,,,,,,4Yr,"California State University, Fresno (Fresno, CA)",3
1986,3,,63,8,Y,,Jerry Goff (minors),C,-0.8,90.0,214.0,7.0,0.215,0.656,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)",3
1985,3,,61,7,Y,,Clint Zavaras (minors),RHP,-0.2,0.0,0.0,0.0,,,10.0,1.0,6.0,5.19,1.52,0.0,HS,"Mullen HS (Denver, CO)",3
1984,3,,56,2,Y,,Ken Spratke (minors),RHP,,,,,,,,,,,,,4Yr,"Eastern Michigan University (Ypsilanti, MI)",3
1983,3,,61,7,Y,,Dave Hengel (minors),OF,-2.2,69.0,167.0,4.0,0.186,0.484,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)",3
1982,3,,60,6,Y,,Renard Brown (minors),OF,,,,,,,,,,,,,4Yr,"Liberty University (Lynchburg, VA)",3
1981,3,,53,1,Y,,Phil Bradley (minors),OF,18.6,1022.0,3695.0,78.0,0.286,0.791,,,,,,,4Yr,"University of Missouri (Columbia, MO)",3
1980,3,,58,6,Y,,Bob Hudson (minors),RHP,,,,,,,,,,,,,4Yr,"University of California, Riverside (Riverside, CA)",3
1979,3,,53,1,Y,,Rick Adair (minors),LHP,,,,,,,,,,,,,4Yr,"Western Carolina University (Cullowhee, NC)",3
1978,3,,58,6,Y,,Robert Simond (minors),LHP,,,,,,,,,,,,,4Yr,"Southern Illinois University Carbondale (Carbondale, IL)",3
1977,3,,78,26,Y,,Bud Anderson (minors),RHP,2.1,0.0,0.0,0.0,,,64.0,4.0,10.0,3.68,1.41,7.0,4Yr,"Rutgers, the State University of New Jersey (New Brunswick, NJ)",3
2023,4,,124,23,Y,"$1,200,000",Aidan Smith (minors),OF,,,,,,,,,,,,,HS,"Lovejoy HS (Lucas, TX)",4
2022,4,,126,20,Y,"$1,100,000",Ashton Izzi (minors),P,,,,,,,,,,,,,HS,"Oswego East HS (Oswego, IL)",4
2021,4,,113,12,Y,"$400,000",Bryce Miller (minors),P,1.2,0.0,0.0,,,,25.0,8.0,7.0,4.32,1.14,0.0,4Yr,"Texas A&M University (College Station, TX)",4
2020,4,,107,6,Y,"$500,000",Tyler Keenan (minors),3B,,,,,,,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",4
2019,4,,126,19,Y,"$400,000",Tim Elliott (minors),P,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",4
2018,4,,118,14,Y,"$425,000",Michael Plassmeyer (minors),LHP,-0.2,0.0,0.0,0.0,,,3.0,0.0,2.0,9.82,1.64,0.0,4Yr,"University of Missouri (Columbia, MO)",4
2017,4,,123,18,Y,"$400,000",Seth Elledge (minors),RHP,-0.1,12.0,2.0,0.0,0.0,0.0,23.0,1.0,0.0,4.63,1.67,0.0,4Yr,"Dallas Baptist University (Dallas, TX)",4
2016,4,,117,11,Y,"$450,000",Thomas Burrows (minors),LHP,,,,,,,,,,,,,4Yr,"University of Alabama (Tuscaloosa, AL)",4
2015,4,,125,20,Y,"$585,000",Dylan Thompson (minors),RHP,,,,,,,,,,,,,HS,"Socastee HS (Myrtle Beach, SC)",4
2014,4,,111,6,Y,"$40,000",Ryan Yarbrough (minors),LHP,3.3,7.0,7.0,0.0,0.0,0.0,152.0,48.0,38.0,4.36,1.21,2.0,4Yr,"Old Dominion University (Norfolk, VA)",4
2013,4,,117,11,Y,"$550,000",Ryan Horstman (minors),LHP,,,,,,,,,,,,,4Yr,"St. John's University (Queens, NY)",4
2012,4,,131,3,Y,"$300,000",Patrick Kivlehan (minors),3B,0.2,137.0,216.0,10.0,0.208,0.706,,,,,,,4Yr,"Rutgers, the State University of New Jersey (New Brunswick, NJ)",4
