Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2009,1,,22,22.0,Y,"$1,850,000",Kyle Gibson (minors),RHP,15.0,24.0,48.0,1.0,0.167,0.429,300.0,104.0,100.0,4.54,1.38,0.0,4Yr,"University of Missouri (Columbia, MO)",1
2009,1s,,46,46.0,Y,"$751,500",*Matt Bashore (minors),LHP,,,,,,,,,,,,,4Yr,"Indiana University Bloomington (Bloomington, IN)",1
2008,1,,14,14.0,Y,"$1,780,000",Aaron Hicks (minors),OF,14.2,963.0,3078.0,108.0,0.233,0.719,,,,,,,HS,"Woodrow Wilson HS (Long Beach, CA)",1
2008,1,,27,27.0,Y,"$1,290,000",*Carlos Gutierrez (minors),RHP,,,,,,,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",1
2008,1s,,31,31.0,Y,"$1,080,000",*Shooter Hunt (minors),RHP,,,,,,,,,,,,,4Yr,"Tulane University (New Orleans, LA)",1
2007,1,,28,28.0,Y,"$750,000",Ben Revere (minors),OF,7.9,857.0,3138.0,7.0,0.284,0.662,,,,,,,HS,"Lexington Catholic HS (Lexington, KY)",1
2006,1,,20,20.0,Y,"$1,500,000",Chris Parmelee (minors),OF,0.0,311.0,917.0,30.0,0.248,0.717,,,,,,,HS,"Chino Hills HS (Chino Hills, CA)",1
2005,1,,25,25.0,Y,"$1,350,000",Matt Garza (minors),RHP,12.5,152.0,274.0,0.0,0.08,0.201,290.0,93.0,106.0,4.09,1.32,1.0,4Yr,"California State University, Fresno (Fresno, CA)",1
2005,1s,,39,39.0,Y,"$900,000",*Hank Sanchez (minors),1B,,,,,,,,,,,,,HS,"Mission Bay HS (San Diego, CA)",1
2004,1,,20,20.0,Y,"$1,500,000",Trevor Plouffe (minors),SS,7.3,830.0,2933.0,106.0,0.242,0.714,,,,,,,HS,"Crespi Carmelite HS (Encino, CA)",1
2004,1,,22,22.0,Y,"$1,425,000",*Glen Perkins (minors),LHP,8.9,24.0,4.0,0.0,0.0,0.0,409.0,35.0,25.0,3.88,1.29,120.0,4Yr,"University of Minnesota (Minneapolis, MN)",1
2004,1,,25,25.0,Y,"$1,000,000",*Kyle Waldrop (minors),RHP,0.5,0.0,0.0,0.0,,,24.0,1.0,1.0,3.62,1.52,0.0,HS,"Farragut HS (Knoxville, TN)",1
2004,1s,,35,35.0,Y,"$950,000",*Matt Fox (minors),RHP,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,4.91,1.36,0.0,4Yr,"University of Central Florida (Orlando, FL)",1
2004,1s,,39,39.0,Y,"$875,000",*Jay Rainville (minors),RHP,,,,,,,,,,,,,HS,"Bishop Hendricken HS (Warwick, RI)",1
2003,1,,21,21.0,Y,"$1,450,000",Matt Moses (minors),3B,,,,,,,,,,,,,HS,"Mills E. Godwin HS (Richmond, VA)",1
2002,1,,20,20.0,Y,"$1,700,000",Denard Span (minors),OF,27.9,1359.0,5326.0,71.0,0.281,0.745,,,,,,,HS,"Tampa Catholic HS (Tampa, FL)",1
2001,1,,1,1.0,Y,"$5,150,000",Joe Mauer (minors),C,55.2,1858.0,6930.0,143.0,0.306,0.827,,,,,,,HS,"Cretin HS (St. Paul, MN)",1
2000,1,,2,2.0,Y,"$2,500,000",Adam Johnson (minors),RHP,-1.1,1.0,2.0,0.0,0.0,0.0,9.0,1.0,3.0,10.25,2.05,0.0,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2000,1s,,31,31.0,N,,*Aaron Heilman (minors),RHP,1.6,456.0,47.0,0.0,0.021,0.083,477.0,35.0,46.0,4.4,1.36,16.0,4Yr,"University of Notre Dame (South Bend, IN)",1
1999,1,,5,5.0,Y,"$2,750,000",B.J. Garbe (minors),OF,,,,,,,,,,,,,HS,"Moses Lake HS (Moses Lake, WA)",1
1998,1,,6,6.0,Y,"$2,000,000",Ryan Mills (minors),LHP,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",1
1997,1,,9,9.0,Y,"$1,850,000",Michael Cuddyer (minors),SS,17.8,1536.0,5488.0,197.0,0.277,0.805,1.0,0.0,0.0,0.0,3.0,0.0,HS,"Great Bridge HS (Chesapeake, VA)",1
1997,1s,,50,50.0,Y,,*Matt LeCroy (minors),C,0.4,476.0,1388.0,60.0,0.26,0.766,,,,,,,4Yr,"Clemson University (Clemson, SC)",1
1996,1,,2,2.0,N,,Travis Lee (minors),1B,7.3,1099.0,3740.0,115.0,0.256,0.745,,,,,,,4Yr,"San Diego State University (San Diego, CA)",1
1995,1,,13,13.0,Y,"$830,000",Mark Redman (minors),LHP,9.4,85.0,154.0,0.0,0.052,0.139,219.0,68.0,85.0,4.85,1.43,0.0,4Yr,"University of Oklahoma (Norman, OK)",1
1994,1,,8,8.0,Y,"$815,000",Todd Walker (minors),2B,10.5,1288.0,4554.0,107.0,0.289,0.783,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",1
1994,1s,,34,34.0,Y,,*Travis Miller (minors),LHP,1.3,19.0,0.0,0.0,,,203.0,7.0,18.0,5.05,1.66,1.0,4Yr,"Kent State University (Kent, OH)",1
1993,1,,20,20.0,Y,"$450,000",*Torii Hunter (minors),OF,50.7,2372.0,8857.0,353.0,0.277,0.793,,,,,,,HS,"Pine Bluff HS (Pine Bluff, AR)",1
1993,1,,21,21.0,N,,Jason Varitek (minors),C,24.2,1546.0,5099.0,193.0,0.256,0.776,,,,,,,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
1993,1s,,33,33.0,Y,,*Marc Barcelo (minors),RHP,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",1
1993,1s,,38,38.0,Y,,*Kelcey Mucker (minors),OF,,,,,,,,,,,,,HS,"Lawrenceburg HS (Lawrenceburg, IN)",1
1992,1,,26,26.0,Y,"$350,000",Dan Serafini (minors),LHP,-0.8,73.0,43.0,0.0,0.07,0.2,104.0,15.0,16.0,6.04,1.72,1.0,HS,"Junipero Serra HS (San Mateo, CA)",1
1991,1,,3,3.0,Y,"$395,000",Dave McCarty (minors),1B,-2.1,630.0,1493.0,36.0,0.243,0.676,3.0,0.0,0.0,2.45,0.82,0.0,4Yr,"Stanford University (Palo Alto, CA)",1
1991,1s,,27,27.0,Y,,*Scott Stahoviak (minors),3B,1.0,344.0,1019.0,27.0,0.256,0.745,,,,,,,4Yr,"Creighton University (Omaha, NE)",1
1990,1,,12,12.0,Y,"$252,500",Todd Ritchie (minors),RHP,6.1,99.0,187.0,0.0,0.177,0.409,184.0,43.0,54.0,4.71,1.43,0.0,HS,"Duncanville HS (Duncanville, TX)",1
1990,1s,,29,29.0,Y,,*Midre Cummings (minors),OF,0.9,460.0,1113.0,22.0,0.257,0.703,,,,,,,HS,"Miami Edison HS (Miami, FL)",1
1989,1,,25,25.0,Y,"$120,000",Chuck Knoblauch (minors),SS,44.6,1632.0,6366.0,98.0,0.289,0.783,,,,,,,4Yr,"Texas A&M University (College Station, TX)",1
1988,1,,20,20.0,Y,"$95,000",Johnny Ard (minors),RHP,,,,,,,,,,,,,JC,"State College of Florida, Manatee-Sarasota (Bradenton, FL)",1
1987,1,,3,3.0,Y,"$160,000",Willie Banks (minors),RHP,1.0,85.0,68.0,0.0,0.177,0.428,181.0,33.0,39.0,4.75,1.53,2.0,HS,"St. Anthony's HS (Jersey City, NJ)",1
1986,1,,10,10.0,Y,"$130,000",Derek Parks (minors),RHP,-0.5,45.0,115.0,1.0,0.2,0.536,,,,,,,HS,"Montclair HS (Montclair, CA)",1
1985,1,,13,13.0,Y,"$162,000",Jeff Bumgarner (minors),RHP,,,,,,,,,,,,,HS,"Hanford HS (Richland, WA)",1
1984,1,,8,8.0,Y,"$125,000",Jay Bell (minors),SS,37.1,2063.0,7398.0,195.0,0.265,0.759,,,,,,,HS,"Gonzalez Tate HS (Pensacola, FL)",1
1983,1,,1,1.0,N,,Tim Belcher (minors),RHP,26.0,201.0,388.0,2.0,0.124,0.3,394.0,146.0,140.0,4.16,1.34,5.0,4Yr,"Mount Vernon Nazarene University (Mount Vernon, OH)",1
1982,1,,4,4.0,Y,"$69,500",Bryan Oelkers (minors),LHP,-0.9,0.0,0.0,0.0,,,45.0,3.0,8.0,6.01,1.77,1.0,4Yr,"Wichita State University (Wichita, KS)",1
1981,1,,11,11.0,Y,"$42,500",Mike Sodders (minors),3B,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",1
1980,1,,12,12.0,Y,"$60,000",Jeff Reed (minors),C,4.4,1234.0,3101.0,61.0,0.25,0.695,,,,,,,HS,"Joliet Township HS West (Joliet, IL)",1
1979,1,,11,11.0,Y,"$25,000",Kevin Brandt (minors),OF,,,,,,,,,,,,,HS,"Nekoosa HS (Nekoosa, WI)",1
1978,1,,16,16.0,Y,"$50,000",Lenny Faedo (minors),SS,-0.2,174.0,529.0,5.0,0.251,0.6,,,,,,,HS,"Thomas Jefferson HS (Tampa, FL)",1
1977,1,,15,15.0,Y,"$40,000",Paul Croft (minors),OF,,,,,,,,,,,,,HS,"Morristown HS (Morristown, NJ)",1
1976,1,,10,10.0,N,,Jamie Allen (minors),3B,-0.4,86.0,273.0,4.0,0.223,0.613,,,,,,,HS,"A. C. Davis HS (Yakima, WA)",1
1975,1,,13,13.0,Y,"$40,000",Rick Sofield (minors),SS,-0.7,207.0,612.0,9.0,0.244,0.634,,,,,,,HS,"Morristown HS (Morristown, NJ)",1
1974,1,,14,14.0,Y,"$35,000",Ted Shipley (minors),SS,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",1
1973,1,,11,11.0,Y,"$30,500",Eddie Bane (minors),LHP,-0.9,1.0,0.0,0.0,,,44.0,7.0,13.0,4.66,1.58,2.0,4Yr,"Arizona State University (Tempe, AZ)",1
1972,1,,8,8.0,N,,Dick Ruthven (minors),RHP,18.4,363.0,671.0,1.0,0.183,0.435,355.0,123.0,127.0,4.14,1.39,1.0,4Yr,"California State University, Fresno (Fresno, CA)",1
1971,1,,21,21.0,Y,,Dale Soderholm (minors),SS,,,,,,,,,,,,,HS,"Coral Park HS (Miami, FL)",1
1970,1,,22,22.0,Y,"$60,000",Bob Gorinski (minors),SS,-0.7,54.0,118.0,3.0,0.195,0.548,,,,,,,HS,"Mount Pleasant HS (Mount Pleasant, PA)",1
1969,1,,7,7.0,Y,"$45,000",Paul Powell (minors),OF,-0.1,30.0,42.0,1.0,0.167,0.501,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",1
1968,1,,16,16.0,Y,"$12,000",Alex Rowell (minors),OF,,,,,,,,,,,,,4Yr,"Luther College (Decorah, IA)",1
1967,1,,17,17.0,Y,"$32,000",Steve Brye (minors),3B,5.5,697.0,1997.0,30.0,0.258,0.674,,,,,,,HS,"St. Elizabeth HS (Oakland, CA)",1
1966,1,,20,20.0,Y,"$9,000",Bob Jones (minors),3B,,,,,,,,,,,,,,,1
1965,1,,9,9.0,N,,Eddie Leon (minors),SS,-1.1,601.0,1862.0,24.0,0.236,0.609,,,,,,,4Yr,"University of Arizona (Tucson, AZ)",1
2023,2,,49,10.0,Y,"$1,500,000",Luke Keaschall (minors),2B,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
2022,2,,48,9.0,Y,"$1,825,000",Connor Prielipp (minors),P,,,,,,,,,,,,,4Yr,"University of Alabama (Tuscaloosa, AL)",2
2022,2,,68,29.0,Y,"$1,002,000",Tanner Schobel (minors),SS,,,,,,,,,,,,,4Yr,"Virginia Polytechnic Institute and State University (Blacksburg, VA)",2
2021,2,,61,25.0,Y,"$1,129,700",Steve Hajjar (minors),P,,,,,,,,,,,,,4Yr,"University of Michigan (Ann Arbor, MI)",2
2020,2,,59,22.0,Y,"$900,000",Alerick Soularie (minors),OF,,,,,,,,,,,,,4Yr,"University of Tennessee (Knoxville, TN)",2
2019,2,,54,13.0,Y,"$1,100,000",Matt Canterino (minors),P,,,,,,,,,,,,,4Yr,"Rice University (Houston, TX)",2
2018,2,,59,16.0,Y,"$800,000",Ryan Jeffers (minors),C,5.2,274.0,820.0,38.0,0.233,0.739,,,,,,,4Yr,"University of North Carolina at Wilmington (Wilmington, NC)",2
2017,2,,37,1.0,Y,"$1,400,000",Landon Leach (minors),RHP,,,,,,,,,,,,,HS,"Pickering HS (Ajax, ON)",2
2016,2,,56,15.0,Y,"$900,000",Ben Rortvedt (minors),C,-0.3,71.0,157.0,5.0,0.147,0.489,,,,,,,HS,"Verona HS (Verona, WI)",2
2016,2,,73,32.0,Y,"$775,000",Jose Miranda (minors),SS,0.8,165.0,586.0,18.0,0.254,0.706,,,,,,,HS,"Leadership Christian Academy (Guaynabo, Puerto Rico)",2
2016,2,,74,33.0,Y,"$750,000",Akil Baddoo (minors),OF,3.1,309.0,926.0,26.0,0.233,0.692,,,,,,,HS,"Salem HS (Conyers, GA)",2
2015,2,,73,31.0,N,,Kyle Cody (minors),RHP,0.5,0.0,0.0,0.0,,,15.0,1.0,3.0,3.71,1.35,0.0,4Yr,"University of Kentucky (Lexington, KY)",2
2014,2,,46,5.0,Y,"$1,218,800",Nick Burdi (minors),RHP,-0.6,12.0,0.0,0.0,,,19.0,2.0,2.0,9.39,1.89,1.0,4Yr,"University of Louisville (Louisville, KY)",2
2013,2,,43,4.0,Y,"$1,294,100",Ryan Eades (minors),RHP,0.3,0.0,0.0,0.0,,,8.0,0.0,1.0,2.38,1.5,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",2
2012,2,,63,3.0,Y,"$750,000",Mason Melotakis (minors),LHP,,,,,,,,,,,,,4Yr,"Northwestern State University of Louisiana (Natchitoches, LA)",2
2012,2,,72,12.0,Y,"$712,600",*JT Chargois (minors),RHP,2.9,61.0,2.0,0.0,0.0,0.0,208.0,13.0,6.0,3.55,1.21,1.0,4Yr,"Rice University (Houston, TX)",2
2011,2,,87,27.0,Y,"$405,000",Madison Boer (minors),RHP,,,,,,,,,,,,,4Yr,"University of Oregon (Eugene, OR)",2
2010,2,,71,21.0,Y,"$514,800",Niko Goodrum (minors),SS,2.0,402.0,1375.0,42.0,0.226,0.688,,,,,,,HS,"Fayette County HS (Fayetteville, GA)",2
2009,2,,70,21.0,Y,"$522,000",Billy Bullock (minors),RHP,,,,,,,,,,,,,4Yr,"University of Florida (Gainesville, FL)",2
2008,2,,60,14.0,Y,"$673,000",Tyler Ladendorf (minors),SS,-0.4,54.0,66.0,0.0,0.121,0.299,1.0,0.0,0.0,0.0,2.0,0.0,JC,"Howard College (Big Spring, TX)",2
2007,2,,92,28.0,Y,"$375,000",Danny Rams (minors),C,,,,,,,,,,,,,HS,"Gulliver Preparatory School (Pinecrest, FL)",2
2006,2,,64,20.0,Y,"$575,000",Joe Benson (minors),OF,-0.7,21.0,71.0,0.0,0.239,0.622,,,,,,,HS,"Joliet Catholic Academy (Joliet, IL)",2
2005,2,,54,6.0,Y,"$650,000",*Paul Kelly (minors),SS,,,,,,,,,,,,,HS,"Flower Mound HS (Flower Mound, TX)",2
2005,2,,73,25.0,Y,"$490,000",Kevin Slowey (minors),RHP,4.4,45.0,39.0,0.0,0.077,0.225,137.0,43.0,36.0,4.62,1.32,0.0,4Yr,"Winthrop University (Rock Hill, SC)",2
2005,2s,,80,32.0,Y,"$475,000",*Drew Thompson (minors),SS,,,,,,,,,,,,,HS,"Jupiter Community HS (Jupiter, FL)",2
2004,2,,61,20.0,Y,"$575,000",Anthony Swarzak (minors),RHP,4.8,120.0,5.0,0.0,0.0,0.0,388.0,26.0,37.0,4.42,1.36,10.0,HS,"Nova HS (Davie, FL)",2
2003,2,,58,21.0,Y,"$600,000",Scott Baker (minors),RHP,15.6,17.0,32.0,0.0,0.094,0.219,193.0,66.0,53.0,4.26,1.25,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",2
2002,2,,61,20.0,Y,"$650,000",Jesse Crain (minors),RHP,11.4,31.0,1.0,0.0,0.0,0.0,532.0,45.0,30.0,3.05,1.23,4.0,4Yr,"University of Houston (Houston, TX)",2
2001,2,,45,1.0,Y,"$875,000",Scott Tyler (minors),RHP,,,,,,,,,,,,,HS,"Downingtown HS (Downingtown, PA)",2
2000,2,,42,2.0,N,,Tagg Bozied (minors),1B,,,,,,,,,,,,,4Yr,"University of San Francisco (San Francisco, CA)",2
2000,2,,54,14.0,Y,"$722,000",*J.D. Durbin (minors),RHP,-0.5,19.0,19.0,0.0,0.263,0.579,23.0,6.0,6.0,6.19,1.83,1.0,HS,"Coronado HS (Scottsdale, AZ)",2
1999,2,,56,5.0,Y,"$605,000",Rob Bowen (minors),C,-0.3,216.0,378.0,9.0,0.209,0.639,,,,,,,HS,"Homestead HS (Fort Wayne, IN)",2
1998,2,,49,6.0,Y,"$495,000",Marcus Sents (minors),RHP,,,,,,,,,,,,,HS,"Cookeville HS (Cookeville, TN)",2
1997,2,,61,9.0,Y,,Michael Restovich (minors),OF,-0.5,152.0,268.0,6.0,0.239,0.69,,,,,,,HS,"Mayo HS (Rochester, MN)",2
1996,2,,37,2.0,Y,,Jacque Jones (minors),OF,11.6,1302.0,4594.0,165.0,0.277,0.775,,,,,,,4Yr,"University of Southern California (Los Angeles, CA)",2
1995,2,,43,13.0,Y,,Jason Bell (minors),RHP,,,,,,,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)",2
1994,2,,42,8.0,Y,,Cleatus Davidson (minors),SS,-0.1,12.0,22.0,0.0,0.136,0.273,,,,,,,HS,"Lake Wales HS (Lake Wales, FL)",2
1993,2,,63,21.0,Y,,Dan Perkins (minors),RHP,-0.3,1.0,2.0,0.0,0.5,1.0,29.0,1.0,7.0,6.54,1.85,0.0,HS,"Westminster Christian School (Miami, FL)",2
1992,2,,64,26.0,Y,,Chad Roper (minors),SS,,,,,,,,,,,,,HS,"Belton-Honea Path HS (Belton, SC)",2
1992,2s,,68,30.0,Y,,*Tom Knauss (minors),3B,,,,,,,,,,,,,HS,"John Hersey HS (Arlington Heights, IL)",2
1991,2,,47,3.0,Y,,Mike Durant (minors),C,0.0,40.0,81.0,0.0,0.21,0.54,,,,,,,4Yr,"The Ohio State University (Columbus, OH)",2
1990,2,,52,12.0,Y,,Jayhawk Owens (minors),C,0.3,130.0,323.0,11.0,0.232,0.714,,,,,,,4Yr,"Middle Tennessee State University (Murfreesboro, TN)",2
1990,2,,58,18.0,Y,,*Ron Caridad (minors),RHP,,,,,,,,,,,,,HS,"Westminster Christian School (Miami, FL)",2
1989,2,,55,25.0,Y,,John Gumpf (minors),OF,,,,,,,,,,,,,HS,"Riverside Polytechnic HS (Riverside, CA)",2
1988,2,,50,20.0,Y,,Alan Newman (minors),LHP,-0.2,0.0,0.0,0.0,,,19.0,2.0,2.0,7.94,2.24,0.0,JC,"Fullerton College (Fullerton, CA)",2
1987,2,,35,3.0,Y,,Terry Jorgensen (minors),OF,0.3,91.0,233.0,1.0,0.24,0.584,,,,,,,4Yr,"University of Wisconsin-Oshkosh (Oshkosh, WI)",2
1986,2,,38,10.0,Y,,Jeff Bronkey (minors),RHP,0.5,1.0,1.0,0.0,0.0,0.0,45.0,2.0,2.0,4.04,1.49,2.0,4Yr,"Oklahoma State University (Stillwater, OK)",2
1985,2,,41,13.0,Y,,Steve Gasser (minors),RHP,,,,,,,,,,,,,HS,"New Philadelphia HS (New Philadelphia, OH)",2
1984,2,,36,8.0,Y,,Greg Morhardt (minors),1B,,,,,,,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",2
1983,2,,29,1.0,N,,Bill Swift (minors),RHP,20.7,133.0,229.0,1.0,0.21,0.522,403.0,94.0,78.0,3.95,1.37,27.0,4Yr,"University of Maine (Orono, ME)",2
1982,2,,32,4.0,Y,,Allan Anderson (minors),LHP,8.5,3.0,1.0,0.0,0.0,0.0,148.0,49.0,54.0,4.11,1.36,0.0,HS,"Lancaster HS (Lancaster, OH)",2
1981,2,,37,11.0,Y,,Frank Viola (minors),LHP,47.0,87.0,185.0,0.0,0.141,0.311,421.0,176.0,150.0,3.73,1.3,0.0,4Yr,"St. John's University (Queens, NY)",2
1981,2,,51,25.0,Y,,*Craig Henderson (minors),LHP,,,,,,,,,,,,,4Yr,"University of Wisconsin-Oshkosh (Oshkosh, WI)",2
1980,2,,35,9.0,Y,,*Jim Weaver (minors),OF,-0.3,31.0,31.0,0.0,0.161,0.526,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",2
1980,2,,38,12.0,Y,,Tim Teufel (minors),2B,15.3,1073.0,3112.0,86.0,0.254,0.74,,,,,,,4Yr,"Clemson University (Clemson, SC)",2
1979,2,,37,11.0,Y,,Randy Bush (minors),OF,1.4,1219.0,3045.0,96.0,0.251,0.747,,,,,,,4Yr,"University of New Orleans (New Orleans, LA)",2
1978,2,,42,16.0,Y,,Michael Riley (minors),RHP,,,,,,,,,,,,,HS,"Agawam HS (Agawam, MA)",2
1977,2,,41,15.0,Y,,Bart Nieuwenhuis (minors),LHP,,,,,,,,,,,,,HS,"Tombstone HS (Tombstone, AZ)",2
1976,2,,34,10.0,Y,,Terry Felton (minors),RHP,-1.9,0.0,0.0,0.0,,,55.0,0.0,16.0,5.53,1.52,3.0,HS,"Baker HS (Baker, LA)",2
1975,2,,37,13.0,Y,,Stephen Parrott (minors),RHP,,,,,,,,,,,,,HS,"Adolfo Camarillo HS (Camarillo, CA)",2
1974,2,,38,14.0,Y,,Butch Wynegar (minors),C,26.5,1301.0,4330.0,65.0,0.255,0.696,,,,,,,HS,"Red Lion HS (Red Lion, PA)",2
1973,2,,35,11.0,Y,,Edward McMahon (minors),SS,,,,,,,,,,,,,4Yr,"University of Massachusetts Amherst (Amherst, MA)",2
1972,2,,32,8.0,N,,Clay Westlake (minors),C,,,,,,,,,,,,,HS,"Loara HS (Anaheim, CA)",2
1971,2,,45,21.0,Y,,Michael Uremovich (minors),C,,,,,,,,,,,,,HS,"Waukegan HS (Waukegan, IL)",2
1970,2,,46,22.0,Y,,Mark Wiley (minors),RHP,-1.2,4.0,2.0,0.0,0.0,0.0,21.0,2.0,3.0,6.06,1.61,2.0,4Yr,"California State Polytechnic University, Pomona (Pomona, CA)",2
1969,2,,31,7.0,Y,,Ron McDonald (minors),3B,,,,,,,,,,,,,HS,"South Hills HS (West Covina, CA)",2
1968,2,,36,16.0,N,,John Langerhans (minors),1B,,,,,,,,,,,,,HS,"South San Antonio HS (San Antonio, TX)",2
1967,2,,37,17.0,Y,,Bob Storm (minors),3B,,,,,,,,,,,,,HS,"John Adams HS (South Bend, IN)",2
1966,2,,40,20.0,Y,,Leo Pinnick (minors),LHP,,,,,,,,,,,,,HS,"Billings HS (Billings, MT)",2
1965,2,,29,9.0,N,,Del Unser (minors),OF,16.7,1799.0,5215.0,87.0,0.258,0.677,,,,,,,4Yr,"Mississippi State University (Mississippi State, MS)",2
2023,3,,82,12.0,Y,"$1,500,000",Brandon Winokur (minors),OF,,,,,,,,,,,,,HS,"Edison HS (Huntington Beach, CA)",3
2021,3,,98,27.0,Y,"$500,000",Cade Povich (minors),P,,,,,,,,,,,,,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",3
2019,3,,90,12.0,Y,"$575,000",Spencer Steer (minors),SS,3.0,184.0,677.0,25.0,0.263,0.794,,,,,,,4Yr,"University of Oregon (Eugene, OR)",3
2017,3,,76,1.0,Y,"$2,000,000",Blayne Enlow (minors),RHP,,,,,,,,,,,,,HS,"St. Amant HS (St. Amant, LA)",3
