Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1974,1,,1,1,Y,"$90,000",Bill Almon (minors),SS,4.6,1236.0,3330.0,36.0,0.254,0.648,,,,,,,4Yr,"Brown University (Providence, RI)",1
1973,1,,4,4,Y,"$65,000",Dave Winfield (minors),RHP,64.2,2973.0,11003.0,465.0,0.283,0.827,,,,,,,4Yr,"University of Minnesota (Minneapolis, MN)",1
1972,1,,1,1,Y,"$70,000",Dave Roberts (minors),3B,0.4,709.0,2017.0,49.0,0.24,0.644,,,,,,,4Yr,"University of Oregon (Eugene, OR)",1
1971,1,,2,2,Y,"$65,000",Jay Franklin (minors),RHP,-0.2,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,6.35,1.59,0.0,HS,"James Madison HS (Vienna, VA)",1
1970,1,,1,1,Y,"$75,000",Mike Ivie (minors),C,7.3,857.0,2694.0,81.0,0.269,0.744,,,,,,,HS,"Walker HS (Atlanta, GA)",1
1969,1,,24,24,Y,"$20,000",Randy Elliott (minors),1B,-1.7,114.0,288.0,8.0,0.215,0.616,,,,,,,HS,"Adolfo Camarillo HS (Camarillo, CA)",1
2022,2,,53,14,Y,"$1,250,000",Adam Mazur (minors),P,,,,,,,,,,,,,4Yr,"University of Iowa (Iowa City, IA)",2
2021,2,,62,26,Y,"$2,600,000",James Wood (minors),OF,,,,,,,,,,,,,HS,"IMG Academy (Bradenton, FL)",2
2021,2,,71,35,Y,"$884,200",Robert Gasser (minors),P,,,,,,,,,,,,,4Yr,"University of Houston (Houston, TX)",2
2020,2,,45,8,Y,"$1,200,004",Owen Caissie (minors),OF,,,,,,,,,,,,,HS,"Notre Dame HS (Burlington, ON)",2
2019,2,,48,7,Y,"$1,000,000",Joshua Mears (minors),RF,,,,,,,,,,,,,HS,"Federal Way HS (Federal Way, WA)",2
2019,2,,73,32,Y,"$600,000",Logan Driscoll (minors),C,,,,,,,,,,,,,4Yr,"George Mason University (Fairfax, VA)",2
2018,2,,74,31,Y,"$800,000",Grant Little (minors),LF,,,,,,,,,,,,,4Yr,"Texas Tech University (Lubbock, TX)",2
2017,2,,39,3,Y,"$1,300,000",Luis Campusano (minors),C,0.5,77.0,248.0,9.0,0.274,0.731,,,,,,,HS,"Cross Creek HS (Cross Creek, GA)",2
2017,2,,69,33,Y,"$1,600,000",Blake Hunt (minors),C,,,,,,,,,,,,,HS,"Mater Dei HS (Santa Ana, CA)",2
2016,2,,48,7,Y,"$1,075,000",Michael Reed (minors),OF,,,,,,,,,,,,,4Yr,"University of Florida (Gainesville, FL)",2
2016,2,,71,30,Y,"$1,900,000",Reggie Lawson (minors),RHP,,,,,,,,,,,,,HS,"Victor Valley HS (Victorville, CA)",2
2015,2,,51,9,Y,"$1,200,000",Austin Smith (minors),RHP,,,,,,,,,,,,,HS,"Park Vista Community HS (Lake Worth, FL)",2
2014,2,,51,10,Y,"$1,300,000",Michael Gettys (minors),OF,,,,,,,,,,,,,HS,"Gainesville HS (Gainesville, GA)",2
2013,2,,50,11,Y,"$1,400,000",Dustin Peterson (minors),SS,-0.6,19.0,46.0,0.0,0.217,0.57,,,,,,,HS,"Gilbert HS (Gilbert, AZ)",2
2013,2,,69,30,Y,"$650,000",Jordan Paroubeck (minors),CF,,,,,,,,,,,,,HS,"Junipero Serra HS (San Mateo, CA)",2
2012,2,,68,8,Y,"$625,000",Jeremy Baltz (minors),LF,,,,,,,,,,,,,4Yr,"St. John's University (Queens, NY)",2
2012,2,,70,10,Y,"$450,000",*Dane Phillips (minors),C,,,,,,,,,,,,,4Yr,"Oklahoma City University (Oklahoma City, OK)",2
2011,2,,82,22,Y,"$3,000,000",Austin Hedges (minors),C,-1.0,686.0,1997.0,67.0,0.189,0.568,4.0,0.0,0.0,4.91,1.36,0.0,HS,"JSerra Catholic HS (San Juan Capistrano, CA)",2
2010,2,,59,9,Y,"$614,700",Jedd Gyorko (minors),2B,9.2,846.0,2693.0,121.0,0.245,0.735,3.0,0.0,0.0,3.86,1.29,0.0,4Yr,"West Virginia University (Morgantown, WV)",2
2009,2,,52,3,Y,"$775,000",Everett Williams (minors),CF,,,,,,,,,,,,,HS,"A. N. McCallum HS (Austin, TX)",2
2008,2,,69,23,Y,"$740,000",James Darnell (minors),3B,-0.6,25.0,62.0,2.0,0.226,0.671,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",2
2007,2,,81,17,Y,"$400,000",*Eric Sogard (minors),2B,6.8,815.0,2236.0,26.0,0.246,0.651,5.0,0.0,0.0,6.23,1.62,0.0,4Yr,"Arizona State University (Tempe, AZ)",2
2007,2,,87,23,Y,"$300,000",Brad Chalk (minors),OF,,,,,,,,,,,,,4Yr,"Clemson University (Clemson, SC)",2
2006,2,,53,9,Y,"$660,000",*Chad Huffman (minors),2B,0.0,21.0,32.0,0.0,0.219,0.587,,,,,,,4Yr,"Texas Christian University (Fort Worth, TX)",2
2006,2,,61,17,Y,"$590,000",Wade LeBlanc (minors),LHP,5.1,161.0,131.0,0.0,0.229,0.494,258.0,46.0,49.0,4.54,1.35,3.0,4Yr,"University of Alabama (Tuscaloosa, AL)",2
2005,2,,66,18,Y,"$560,000",Chase Headley (minors),3B,25.9,1436.0,5088.0,130.0,0.263,0.742,,,,,,,4Yr,"University of Tennessee (Knoxville, TN)",2
2005,2,,76,28,Y,"$465,000",*Nick Hundley (minors),C,7.4,974.0,3097.0,93.0,0.247,0.703,,,,,,,4Yr,"University of Arizona (Tucson, AZ)",2
2003,2,,41,4,Y,"$800,000",Daniel Moore (minors),LHP,,,,,,,,,,,,,4Yr,"University of North Carolina at Asheville (Asheville, NC)",2
2002,2,,54,13,Y,"$500,000",Michael Johnson (minors),1B,,,,,,,,,,,,,4Yr,"Clemson University (Clemson, SC)",2
2001,2,,58,14,N,,Matt Harrington (minors),RHP,,,,,,,,,,,,,,,2
2000,2,,49,9,Y,"$1,100,000",Xavier Nady (minors),3B,3.7,961.0,2969.0,104.0,0.268,0.755,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)",2
1999,2,,79,28,N,,Alberto Concepcion (minors),C,,,,,,,,,,,,,HS,"El Segundo HS (El Segundo, CA)",2
1997,2,,78,26,Y,,Ben Howard (minors),RHP,-0.7,38.0,18.0,0.0,0.056,0.111,40.0,2.0,5.0,5.2,1.58,0.0,HS,"Central Merry HS (Jackson, TN)",2
1996,2,,50,15,Y,,Vernon Maxwell (minors),OF,,,,,,,,,,,,,HS,"Midwest City HS (Midwest City, OK)",2
1995,2,,32,2,Y,,Gabe Alvarez (minors),SS,-1.4,92.0,266.0,7.0,0.222,0.646,,,,,,,4Yr,"University of Southern California (Los Angeles, CA)",2
1994,2,,37,3,N,,Troy Glaus (minors),3B,38.1,1537.0,5410.0,320.0,0.254,0.848,,,,,,,HS,"Carlsbad HS (Carlsbad, CA)",2
1993,2,,56,14,Y,,Matt LaChappa (minors),LHP,,,,,,,,,,,,,HS,"El Capitan HS (Lakeside, CA)",2
1992,2,,55,17,N,,Todd Helton (minors),OF,61.8,2247.0,7962.0,369.0,0.316,0.953,,,,,,,HS,"Central HS (Knoxville, TN)",2
1991,2,,52,8,Y,,Jon Barnes (minors),RHP,,,,,,,,,,,,,HS,"Lancaster HS (Lancaster, SC)",2
1989,2,,46,16,N,,Ken Felder (minors),OF,,,,,,,,,,,,,HS,"Niceville HS (Niceville, FL)",2
1988,2,,31,1,Y,,Kelly Lifgren (minors),RHP,,,,,,,,,,,,,JC,"Glendale Community College (Glendale, CA)",2
1987,2,,42,10,Y,,Roger Smithberg (minors),RHP,0.3,0.0,0.0,0.0,,,15.0,1.0,2.0,4.09,1.23,3.0,4Yr,"Bradley University (Peoria, IL)",2
1986,2,,39,11,Y,,Will Taylor (minors),OF,,,,,,,,,,,,,HS,"Alexandria HS (Alexandria, LA)",2
1985,2,,50,22,N,,Mark Cole (minors),SS,,,,,,,,,,,,,HS,"John F. Kennedy HS (Sacramento, CA)",2
1982,2,,31,3,Y,,Joe Plesac (minors),RHP,,,,,,,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",2
1981,2,,32,6,Y,,Bill Long (minors),RHP,2.4,45.0,5.0,0.0,0.0,0.167,159.0,27.0,27.0,4.37,1.37,9.0,4Yr,"Miami University of Ohio (Oxford, OH)",2
1979,2,,40,14,N,,Derek Tatsuno (minors),LHP,,,,,,,,,,,,,4Yr,"University of Hawaii at Manoa (Honolulu, HI)",2
1978,2,,40,14,Y,,*Doug Gwosdz (minors),C,-0.8,69.0,104.0,1.0,0.144,0.444,,,,,,,HS,"James Madison HS (Houston, TX)",2
1977,2,,34,8,Y,,Barry Evans (minors),SS,0.0,224.0,501.0,2.0,0.252,0.614,,,,,,,4Yr,"University of West Georgia (Carrollton, GA)",2
1976,2,,29,5,Y,,Steve Mura (minors),RHP,1.0,141.0,159.0,0.0,0.101,0.258,167.0,30.0,39.0,4.0,1.45,5.0,4Yr,"Tulane University (New Orleans, LA)",2
1975,2,,26,2,Y,,Harold Drake (minors),SS,,,,,,,,,,,,,HS,"Bonita HS (La Verne, CA)",2
1974,2,,25,1,Y,,Donnie Alfano (minors),1B,,,,,,,,,,,,,HS,"Mount Whitney HS (Visalia, CA)",2
1973,2,,28,4,Y,,Mike Champion (minors),SS,-2.1,193.0,598.0,2.0,0.229,0.564,,,,,,,HS,"Foothill HS (Santa Ana, CA)",2
1972,2,,25,1,Y,,Mike Allen (minors),RHP,,,,,,,,,,,,,HS,"Marple Newtown HS (Newtown Square, PA)",2
1971,2,,26,2,Y,,Willie Boynton (minors),RHP,,,,,,,,,,,,,HS,"Springfield HS (Skowhegan, ME)",2
1970,2,,25,1,Y,,Dan Spillner (minors),RHP,9.0,199.0,130.0,0.0,0.077,0.279,556.0,75.0,89.0,4.21,1.47,50.0,HS,"Federal Way HS (Federal Way, WA)",2
1969,2,,48,24,Y,,Eli Borunda (minors),RHP,,,,,,,,,,,,,HS,"Thomas Jefferson HS (San Antonio, TX)",2
2023,3,,96,26,Y,"$550,000",J.D. Gonzalez (minors),C,,,,,,,,,,,,,HS,"Anita Otero Hernandez (Humacao, Puerto Rico)",3
2022,3,,91,11,Y,"$800,000",Henry Williams (minors),P,,,,,,,,,,,,,4Yr,"Duke University (Durham, NC)",3
2021,3,,99,28,Y,"$300,000",Kevin Kopps (minors),P,,,,,,,,,,,,,4Yr,"University of Arkansas (Fayetteville, AR)",3
2020,3,,80,8,Y,"$3,300,000",Cole Wilcox (minors),P,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",3
2019,3,,84,6,Y,"$3,000,000",Hudson Head (minors),CF,,,,,,,,,,,,,HS,"Winston Churchill HS (San Antonio, TX)",3
2018,3,,84,6,Y,"$500,000",Owen Miller (minors),SS,-0.3,280.0,906.0,15.0,0.241,0.638,,,,,,,4Yr,"Illinois State University (Normal, IL)",3
2017,3,,78,3,Y,"$732,200",Mason House (minors),CF,,,,,,,,,,,,,HS,"Whitehouse HS (Whitehouse, TX)",3
2016,3,,85,8,Y,"$1,750,000",Mason Thompson (minors),RHP,0.0,31.0,0.0,0.0,,,106.0,6.0,8.0,4.53,1.54,2.0,HS,"Round Rock HS (Round Rock, TX)",3
2015,3,,86,11,Y,"$900,000",Jacob Nix (minors),RHP,-1.1,9.0,15.0,0.0,0.0,0.0,9.0,2.0,5.0,7.02,1.54,0.0,HS,"IMG Academy (Bradenton, FL)",3
2014,3,,86,12,Y,"$600,000",Zech Lemond (minors),RHP,,,,,,,,,,,,,4Yr,"Rice University (Houston, TX)",3
2013,3,,86,13,Y,"$400,000",Bryan Verbitsky (minors),RHP,,,,,,,,,,,,,4Yr,"Hofstra University (Hempstead, NY)",3
2012,3,,102,7,Y,"$400,000",Fernando Perez (minors),SS,,,,,,,,,,,,,JC,"Central Arizona College (Coolidge, AZ)",3
2011,3,,112,22,Y,"$270,000",Matt Andriese (minors),RHP,0.9,75.0,9.0,0.0,0.0,0.0,217.0,28.0,37.0,4.63,1.33,8.0,4Yr,"University of California, Riverside (Riverside, CA)",3
2010,3,,91,9,Y,"$765,000",Zach Cates (minors),RHP,,,,,,,,,,,,,JC,"Northeast Texas Community College (Mount Pleasant, TX)",3
2009,3,,83,3,Y,"$430,200",Jerry Sullivan (minors),RHP,,,,,,,,,,,,,4Yr,"Oral Roberts University (Tulsa, OK)",3
2008,3,,101,24,Y,"$361,000",Blake Tekotte (minors),OF,-1.0,50.0,80.0,1.0,0.188,0.533,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",3
2008,3s,,111,34,Y,"$125,000",*Sawyer Carroll (minors),OF,,,,,,,,,,,,,4Yr,"University of Kentucky (Lexington, KY)",3
2007,3,,117,23,N,,Tommy Toledo (minors),RHP,,,,,,,,,,,,,HS,"Braulio Alonso HS (Tampa, FL)",3
2006,3,,93,17,Y,"$415,000",Cedric Hunter (minors),OF,-0.7,19.0,38.0,1.0,0.105,0.355,,,,,,,HS,"Martin Luther King HS (Lithonia, GA)",3
2005,3,,98,18,Y,"$395,000",Josh Geer (minors),RHP,-0.7,22.0,33.0,0.0,0.152,0.404,24.0,3.0,8.0,5.28,1.37,0.0,4Yr,"Rice University (Houston, TX)",3
2004,3,,72,1,Y,"$450,000",Billy Killian (minors),C,,,,,,,,,,,,,HS,"Chippewa Hills HS (Remus, MI)",3
2003,3,,71,4,Y,"$500,000",Colt Morton (minors),C,-0.3,10.0,16.0,0.0,0.063,0.22,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",3
2002,3,,85,13,Y,"$465,000",Kennard Jones (minors),OF,,,,,,,,,,,,,4Yr,"Indiana University Bloomington (Bloomington, IN)",3
